epoch,train_loss,val_loss,val_mean_auc,val_mean_average_precision,val_macro_f1,val_micro_f1,val_macro_precision,val_macro_recall,train_time_sec,val_time_sec,epoch_time_sec,gpu_avg_memory_allocated_mb,gpu_avg_memory_reserved_mb,gpu_avg_utilization_percent,gpu_memory_allocated_mb,gpu_memory_reserved_mb,gpu_peak_memory_allocated_mb,gpu_peak_memory_reserved_mb
15.0,0.07250905334219938,0.07845215035905671,0.8024891747105548,0.17132439943296568,0.1955956566249574,0.2759971142945481,0.2165055162473676,0.21099595388268963,27.756188324652612,2.887162197381258,30.643353773280978,208.74381510416666,1802.0,40.111111111111114,190.30419921875,1802.0,1291.0263671875,1802.0
16.0,0.07165059798842836,0.07702236583586348,0.8043620135104,0.1742733046412468,0.20113456823065512,0.2967775924137326,0.19546131612480208,0.25931298708382805,27.026775407604873,2.4337575268000364,29.46053852327168,208.74381510416666,1802.0,56.666666666666664,190.30419921875,1802.0,1291.0263671875,1802.0
17.0,0.0707194678202691,0.07825509878958381,0.8068986942335813,0.17585463609014237,0.19542906210165012,0.28176655081800456,0.19437452187865026,0.2654246813574137,29.61248544882983,2.5333861224353313,32.1458748690784,208.74381510416666,1802.0,39.0,190.30419921875,1802.0,1291.0263671875,1802.0
18.0,0.06955572836912685,0.07818835562224997,0.8062061844359604,0.18428433566753352,0.21146370798005462,0.2829799211859636,0.21300351171517612,0.24807598983608908,28.660803170874715,2.313574637286365,30.97438010852784,208.74381510416666,1802.0,41.166666666666664,190.30419921875,1802.0,1291.0263671875,1802.0
19.0,0.06851780720538433,0.07837039318888686,0.8071123856108847,0.17965921706386975,0.2058933651286037,0.28535376295628656,0.19757459465275715,0.25748539554353866,28.409694032743573,2.5342644043266773,30.9439605968073,208.74381510416666,1802.0,48.5,190.30419921875,1802.0,1291.0263671875,1802.0
20.0,0.06737093822152845,0.07982106623781282,0.8001136101438041,0.17688698627586877,0.20635189215060493,0.2895688728125917,0.209790525517713,0.22529252993580792,26.668645843863487,2.319028834812343,28.98767611477524,208.74381510416666,1802.0,37.27777777777778,190.30419921875,1802.0,1291.0263671875,1802.0
21.0,0.0661873859119678,0.08191552383521962,0.8020592561909436,0.17973954576466764,0.21507082039248485,0.2946564885496183,0.23574650754794915,0.24245123088142867,30.291099534370005,2.5561838103458285,32.84729253780097,208.74381510416666,1802.0,42.666666666666664,190.30419921875,1802.0,1291.0263671875,1802.0
22.0,0.0649242008987226,0.08090970660884712,0.7975248662782957,0.18047554551490716,0.2257990910942523,0.2739868375476273,0.2629630282217103,0.280697223649995,30.67971928883344,2.428844030946493,33.10856787953526,208.74381510416666,1802.0,36.833333333333336,190.30419921875,1802.0,1291.0263671875,1802.0
23.0,0.06361284809622508,0.08339229849881905,0.7980267379806687,0.17973431811801024,0.21170195306894454,0.28027713625866046,0.21293662963706675,0.25003621373653445,28.021383403800428,2.4487337842583656,30.470120090059936,208.74381510416666,1802.0,51.5,190.30419921875,1802.0,1291.0263671875,1802.0
24.0,0.06239992283020201,0.0854118873126978,0.7900115088183941,0.17524134181439877,0.20585148768147762,0.28117381489841986,0.20575639276665703,0.24791365940768725,27.778299807570875,2.3929186686873436,30.171225352212787,208.74381510416666,1802.0,47.111111111111114,190.30419921875,1802.0,1291.0263671875,1802.0
25.0,0.060900971111060645,0.08801854423485524,0.7937507303757629,0.1786603440663644,0.21365593539580455,0.28553253362413666,0.2116638305002281,0.25044180016179673,27.543750437907875,2.3561348458752036,29.89988852199167,208.74381510416666,1802.0,35.611111111111114,190.30419921875,1802.0,1291.0263671875,1802.0
26.0,0.059322922336646655,0.08670412333205689,0.7868411792713147,0.17569105127560242,0.2157763950454,0.28539595474802876,0.1982734173784584,0.2755256936250353,27.462842378765345,2.483981590718031,29.946826768107712,208.74381510416666,1802.0,44.0,190.30419921875,1802.0,1291.0263671875,1802.0
27.0,0.058214287402397855,0.08899386556342591,0.7903328287264664,0.17772109247744083,0.21738248825981263,0.27857380873042314,0.19892825492144967,0.2805038139052549,27.523296444676816,2.4954823004081845,30.01878181286156,208.74381510416666,1802.0,44.333333333333336,190.30419921875,1802.0,1291.0263671875,1802.0
28.0,0.05693194213137487,0.09189406466172186,0.7860177455711528,0.17471629181610687,0.21374238364414236,0.28020014295925655,0.227784406947928,0.24857812590215947,27.28205578494817,2.467364021576941,29.74942475836724,208.74381510416666,1802.0,53.388888888888886,190.30419921875,1802.0,1291.0263671875,1802.0
29.0,0.05563041676323738,0.0935422434189985,0.7848763506448391,0.1737943791917392,0.20295248509876634,0.27189781021897813,0.20061439476833187,0.24214009999187036,27.32594953291118,2.6047144616022706,29.93068610690534,208.74381510416666,1802.0,49.166666666666664,190.30419921875,1802.0,1291.0263671875,1802.0
