epoch,train_loss,val_loss,val_mean_auc,val_mean_average_precision,val_macro_f1,val_micro_f1,val_macro_precision,val_macro_recall,train_time_sec,val_time_sec,epoch_time_sec,gpu_avg_memory_allocated_mb,gpu_avg_memory_reserved_mb,gpu_avg_utilization_percent,gpu_memory_allocated_mb,gpu_memory_reserved_mb,gpu_peak_memory_allocated_mb,gpu_peak_memory_reserved_mb
1.0,0.9188278855863079,0.8695226904264716,0.6896604182059142,0.08758274725239192,0.11891906433477586,0.2001125200155797,0.08343958441722289,0.2878638511413185,28.34666317421943,2.2939627459272742,30.640628236345947,208.7646484375,1733.7777777777778,42.77777777777778,190.80419921875,256.0,2677.11572265625,2710.0
2.0,0.8550160368915871,0.8284876599561336,0.7389214180742135,0.1123663688610707,0.14244861119039945,0.22083641891101843,0.0948961462343217,0.3720300629105915,27.212043561972678,2.7026230907067657,29.91466939356178,208.76638454861111,1796.3333333333333,48.333333333333336,190.30419921875,1802.0,1292.3076171875,1802.0
3.0,0.8163481509379104,0.7971598360427591,0.757513839671104,0.13058729030724084,0.16471722493276095,0.22973476227914097,0.10756272465779308,0.41933787643779336,27.01132084429264,2.4561208467930555,29.46744874306023,208.74381510416666,1802.0,47.27777777777778,190.30419921875,1802.0,1291.0263671875,1802.0
4.0,0.792864087526772,0.8116136498229448,0.7619954393997103,0.13440460146271757,0.1672122617664476,0.23525905320152996,0.1191844287840675,0.3573231988911902,26.966821549460292,2.3466639211401343,29.313490497879684,208.74381510416666,1802.0,36.888888888888886,190.30419921875,1802.0,1291.0263671875,1802.0
5.0,0.7776848696436701,0.784293410736461,0.7762018012403347,0.14622944047940628,0.1680525439236133,0.2226863423151984,0.10921439901298188,0.48620736989047314,26.44057489838451,2.472297439351678,28.912878927774727,208.74381510416666,1802.0,54.0,190.30419921875,1802.0,1291.0263671875,1802.0
6.0,0.7649498321070374,0.7647973569326623,0.7843411656993661,0.15852149230028903,0.18058987270753504,0.24785036065039323,0.11963603057748633,0.4605060533219036,27.06935528665781,2.4825047133490443,29.55186542030424,208.74381510416666,1802.0,45.0,190.30419921875,1802.0,1291.0263671875,1802.0
7.0,0.7540953016339492,0.7734714295974997,0.7880234377624864,0.15516614587977529,0.186253961014927,0.2554040263475276,0.1325085476868488,0.4127836800527497,26.30351257044822,2.3998290821909904,28.703343347646296,208.74381510416666,1802.0,45.44444444444444,190.30419921875,1802.0,1291.0263671875,1802.0
8.0,0.7447021462050617,0.7542593780645105,0.7983584368984625,0.1605435681662389,0.1764450848151218,0.23356994031853656,0.11086383065831606,0.5144793632922228,26.763454996049404,2.556089327670634,29.319546817801893,208.74381510416666,1802.0,53.05555555555556,190.30419921875,1802.0,1291.0263671875,1802.0
9.0,0.7361555438000832,0.7447760777418003,0.799676123474372,0.16196518723985978,0.1763009204789156,0.23346457995566292,0.10895158797740452,0.5506478137299025,26.35865791235119,2.3986179400235415,28.757277217693627,208.74381510416666,1802.0,53.0,190.30419921875,1802.0,1291.0263671875,1802.0
10.0,0.7257652708774973,0.7603896107784537,0.7950687181425957,0.16607228480279446,0.2015862203637188,0.2741928586700877,0.13640725146486604,0.4605716469465529,26.891359174624085,2.3578842785209417,29.249255370348692,208.74381510416666,1802.0,55.666666666666664,190.30419921875,1802.0,1291.0263671875,1802.0
11.0,0.717574839711627,0.7495482816945674,0.8027773148210452,0.1743133682757616,0.19358564744817408,0.2669007184846506,0.1277949231632612,0.4832947267779685,26.182183825410903,2.5038621043786407,28.686047815717757,208.74381510416666,1802.0,57.888888888888886,190.30419921875,1802.0,1291.0263671875,1802.0
12.0,0.7069321600868477,0.743050582533659,0.7979032094039259,0.16679284136210168,0.1795498921104577,0.24210270813828497,0.11204481438801517,0.5408589360912458,26.332498001866043,2.500172531232238,28.83267212472856,208.74381510416666,1802.0,45.44444444444444,190.30419921875,1802.0,1291.0263671875,1802.0
13.0,0.6985997361389776,0.7546968078890512,0.8037788766386614,0.17783136133636748,0.21982437617481954,0.27380675203725263,0.14986042583667372,0.4797697794514081,26.22890119999647,2.429166954010725,28.65807161293924,208.74381510416666,1802.0,52.05555555555556,190.30419921875,1802.0,1291.0263671875,1802.0
14.0,0.6888920224500841,0.762330467617789,0.7998493180818305,0.1665287476831249,0.18727315253506327,0.2297315526777283,0.12563939613905672,0.5352823272880792,26.04702577367425,2.5254024947062135,28.572430508211255,208.74381510416666,1802.0,46.5,190.30419921875,1802.0,1291.0263671875,1802.0
15.0,0.6790343845853607,0.7659552062666694,0.8042064336462273,0.17342626782400267,0.20498498117825778,0.271780520255081,0.14023785142053732,0.4609752396221073,26.748953667469323,2.3815954755991697,29.13055132329464,208.74381510416666,1802.0,41.55555555555556,190.30419921875,1802.0,1291.0263671875,1802.0
16.0,0.6682814195879816,0.7443260845056799,0.8062608835576954,0.1789884782795395,0.1989081309161374,0.2547558589684885,0.12908000335451722,0.5225644172914923,26.264114601537585,2.445702914148569,28.7098231613636,208.74381510416666,1802.0,39.94444444444444,190.30419921875,1802.0,1291.0263671875,1802.0
17.0,0.6592245726792582,0.7453949080650196,0.8073927655724068,0.17704070891652787,0.1988742182160202,0.24747852738871662,0.12562948687929015,0.5533567596378302,26.31478645466268,2.640839371830225,28.955630434677005,208.74381510416666,1802.0,50.05555555555556,190.30419921875,1802.0,1291.0263671875,1802.0
18.0,0.6452479097294544,0.7465152210274408,0.8088976307159347,0.18304650139595782,0.2147396987528914,0.2623802565351518,0.1409816357271607,0.5267922308975338,26.3646258180961,2.385248802602291,28.749879389069974,208.74381510416666,1802.0,52.27777777777778,190.30419921875,1802.0,1291.0263671875,1802.0
19.0,0.6317511706486472,0.7633208958215492,0.8083644595613464,0.1795643444306084,0.21503382900426818,0.2695862126384148,0.14050795111215023,0.5148034026047621,26.810075925663114,2.317988272756338,29.1280664363876,208.74381510416666,1802.0,51.55555555555556,190.30419921875,1802.0,1291.0263671875,1802.0
20.0,0.6201228375752962,0.8034672037113545,0.7972626573744234,0.17840806368206227,0.2223741371696897,0.28639322244033477,0.15754671158519354,0.43051309142865307,26.005615949630737,2.5637004422023892,28.569318333640695,208.74381510416666,1802.0,49.72222222222222,190.30419921875,1802.0,1291.0263671875,1802.0
21.0,0.6066146362002943,0.7821023325587428,0.802997388258324,0.18700888473540545,0.22755871415573317,0.27815053174494503,0.1569965743911026,0.48765295302798867,26.114735808223486,2.478578674606979,28.593337882310152,208.74381510416666,1802.0,40.72222222222222,190.30419921875,1802.0,1291.0263671875,1802.0
22.0,0.5939679213296827,0.7761046349309212,0.7987474461565007,0.18272028091762746,0.2134875328843798,0.26234607906675306,0.141048671763509,0.5071296587608102,26.227348023094237,2.375084511935711,28.60243492387235,208.74381510416666,1802.0,50.72222222222222,190.30419921875,1802.0,1291.0263671875,1802.0
23.0,0.5774168425776529,0.7982445334972337,0.7972144491132839,0.18826682705964362,0.21999545310605997,0.27172791313321665,0.14684956766577448,0.48870916091780053,25.936724887229502,2.6338087879121304,28.570539868436754,208.74381510416666,1802.0,51.72222222222222,190.30419921875,1802.0,1291.0263671875,1802.0
24.0,0.5652072294689304,0.8267287792161454,0.7937112240171921,0.18101440024163043,0.21950885977698856,0.27641734159123393,0.14768884148041675,0.4582412689709203,26.55191947426647,2.486171009019017,29.03810899052769,208.74381510416666,1802.0,42.22222222222222,190.30419921875,1802.0,1291.0263671875,1802.0
25.0,0.5516356601125607,0.8358000901549362,0.7954990407097924,0.17897109261580876,0.22290423747277316,0.2749715844510116,0.15058903649910274,0.47020037067791565,25.877782544121146,2.4236876601353288,28.301472428254783,208.74381510416666,1802.0,56.888888888888886,190.30419921875,1802.0,1291.0263671875,1802.0
26.0,0.5362182409483187,0.8149091816225718,0.7879590733257585,0.18388879219336168,0.20024936520436568,0.24892289407220322,0.12731834222661026,0.5253991903273377,26.040245388634503,2.3796078991144896,28.41985830757767,208.74381510416666,1802.0,57.22222222222222,190.30419921875,1802.0,1291.0263671875,1802.0
27.0,0.5247713641846049,0.8425522058509117,0.7927497258817784,0.18911895555044925,0.21551244045596843,0.26341587086960194,0.14659348897362356,0.4825104723860587,25.752781130373478,2.4625577284023166,28.215340928174555,208.74381510416666,1802.0,54.388888888888886,190.30419921875,1802.0,1291.0263671875,1802.0
28.0,0.5115751998369084,0.8635187117859374,0.7912109977435763,0.19425529773746217,0.23215853407436016,0.2757263784031114,0.16270983986726859,0.46642519267887994,26.656076001003385,2.6096750730648637,29.26575701497495,208.74381510416666,1802.0,52.05555555555556,190.30419921875,1802.0,1291.0263671875,1802.0
